time_identifier,time_period,geographic_level,country_code,country_name,school_type,percentage_band,percentage,enrolments_overall,enrolments_overall_percent,enrolments_authorised,enrolments_authorised_percent,enrolments_unauthorised,enrolments_unauthorised_percent
six half terms,201314,national,E92000001,England,State-funded primary,40.00-49.99,49.00 - 49.99,155,0,70,0,60,0
six half terms,201314,national,E92000001,England,State-funded primary,50.00-59.99,50.00 - 50.99,735,0,340,0,320,0
six half terms,201314,national,E92000001,England,State-funded primary,50.00-59.99,51.00 - 51.99,265,0,105,0,75,0
six half terms,201314,national,E92000001,England,State-funded primary,50.00-59.99,52.00 - 52.99,235,0,105,0,100,0
six half terms,201314,national,E92000001,England,State-funded primary,50.00-59.99,53.00 - 53.99,220,0,85,0,65,0
six half terms,201314,national,E92000001,England,State-funded primary,50.00-59.99,54.00 - 54.99,220,0,110,0,70,0
six half terms,201314,national,E92000001,England,State-funded primary,50.00-59.99,55.00 - 55.99,245,0,115,0,75,0
six half terms,201314,national,E92000001,England,State-funded primary,50.00-59.99,56.00 - 56.99,190,0,80,0,70,0
six half terms,201314,national,E92000001,England,State-funded primary,50.00-59.99,57.00 - 57.99,195,0,85,0,80,0
six half terms,201314,national,E92000001,England,State-funded primary,50.00-59.99,58.00 - 58.99,175,0,55,0,70,0
six half terms,201314,national,E92000001,England,State-funded primary,50.00-59.99,59.00 - 59.99,130,0,50,0,25,0
six half terms,201314,national,E92000001,England,State-funded primary,60.00-69.99,60.00 - 60.99,220,0,90,0,100,0
six half terms,201314,national,E92000001,England,State-funded primary,60.00-69.99,61.00 - 61.99,170,0,60,0,55,0
six half terms,201314,national,E92000001,England,State-funded primary,60.00-69.99,62.00 - 62.99,155,0,70,0,75,0
six half terms,201314,national,E92000001,England,State-funded primary,60.00-69.99,63.00 - 63.99,150,0,60,0,55,0
six half terms,201314,national,E92000001,England,State-funded primary,60.00-69.99,64.00 - 64.99,135,0,50,0,55,0
six half terms,201314,national,E92000001,England,State-funded primary,60.00-69.99,65.00 - 65.99,125,0,45,0,50,0
six half terms,201314,national,E92000001,England,State-funded primary,60.00-69.99,66.00 - 66.99,225,0,105,0,115,0
six half terms,201314,national,E92000001,England,State-funded primary,60.00-69.99,67.00 - 67.99,80,0,40,0,25,0
six half terms,201314,national,E92000001,England,State-funded primary,60.00-69.99,68.00 - 68.99,120,0,50,0,30,0
six half terms,201314,national,E92000001,England,State-funded primary,60.00-69.99,69.00 - 69.99,95,0,40,0,35,0
six half terms,201314,national,E92000001,England,State-funded primary,70.00-79.99,70.00 - 70.99,115,0,40,0,55,0
six half terms,201314,national,E92000001,England,State-funded primary,70.00-79.99,71.00 - 71.99,120,0,50,0,50,0
six half terms,201314,national,E92000001,England,State-funded primary,70.00-79.99,72.00 - 72.99,85,0,30,0,40,0
six half terms,201314,national,E92000001,England,State-funded primary,70.00-79.99,73.00 - 73.99,95,0,20,0,45,0
six half terms,201314,national,E92000001,England,State-funded primary,70.00-79.99,74.00 - 74.99,50,0,25,0,15,0
six half terms,201314,national,E92000001,England,State-funded primary,70.00-79.99,75.00 - 75.99,150,0,55,0,65,0
six half terms,201314,national,E92000001,England,State-funded primary,70.00-79.99,76.00 - 76.99,70,0,25,0,25,0
six half terms,201314,national,E92000001,England,State-funded primary,70.00-79.99,77.00 - 77.99,75,0,25,0,40,0
six half terms,201314,national,E92000001,England,State-funded primary,70.00-79.99,78.00 - 78.99,60,0,30,0,35,0
six half terms,201314,national,E92000001,England,State-funded primary,70.00-79.99,79.00 - 79.99,55,0,30,0,25,0
six half terms,201314,national,E92000001,England,State-funded primary,80.00-89.99,80.00 - 80.99,120,0,45,0,55,0
six half terms,201314,national,E92000001,England,State-funded primary,80.00-89.99,81.00 - 81.99,75,0,40,0,25,0
six half terms,201314,national,E92000001,England,State-funded primary,80.00-89.99,82.00 - 82.99,60,0,25,0,20,0
six half terms,201314,national,E92000001,England,State-funded primary,80.00-89.99,83.00 - 83.99,90,0,50,0,35,0
six half terms,201314,national,E92000001,England,State-funded primary,80.00-89.99,84.00 - 84.99,50,0,15,0,20,0
six half terms,201314,national,E92000001,England,State-funded primary,80.00-89.99,85.00 - 85.99,80,0,35,0,35,0
six half terms,201314,national,E92000001,England,State-funded primary,80.00-89.99,86.00 - 86.99,50,0,25,0,25,0
six half terms,201314,national,E92000001,England,State-funded primary,80.00-89.99,87.00 - 87.99,60,0,20,0,25,0
six half terms,201314,national,E92000001,England,State-funded primary,80.00-89.99,88.00 - 88.99,50,0,20,0,30,0
six half terms,201314,national,E92000001,England,State-funded primary,80.00-89.99,89.00 - 89.99,35,0,20,0,15,0
six half terms,201314,national,E92000001,England,State-funded primary,90+,90.00 - 90.99,55,0,25,0,25,0
six half terms,201314,national,E92000001,England,State-funded primary,90+,91.00 - 91.99,35,0,10,0,20,0
six half terms,201314,national,E92000001,England,State-funded primary,90+,92.00 - 92.99,45,0,15,0,25,0
six half terms,201314,national,E92000001,England,State-funded primary,90+,93.00 - 93.99,35,0,25,0,15,0
six half terms,201314,national,E92000001,England,State-funded primary,90+,94.00 - 94.99,40,0,15,0,25,0
six half terms,201314,national,E92000001,England,State-funded primary,90+,95.00 - 95.99,60,0,15,0,30,0
six half terms,201314,national,E92000001,England,State-funded primary,90+,96.00 - 96.99,35,0,20,0,15,0
six half terms,201314,national,E92000001,England,State-funded primary,90+,97.00 - 97.99,35,0,20,0,20,0
six half terms,201314,national,E92000001,England,State-funded primary,90+,98.00 - 98.99,20,0,10,0,10,0
six half terms,201314,national,E92000001,England,State-funded primary,90+,99.00+,5160,0.1,1665,0,3255,0.1
six half terms,201314,national,E92000001,England,State-funded secondary,Total,Total,2813680,100,2813680,100,2813680,100
six half terms,201314,national,E92000001,England,State-funded secondary,0.00-9.99,0,227340,8.1,289835,10.3,1757780,62.5
six half terms,201314,national,E92000001,England,State-funded secondary,0.00-9.99,0.01 - 0.99,315115,11.2,373645,13.3,409090,14.5
